product_id,name,brand,category,shade,finish,price,currency,image_url,product_url,retailer,retailer_code,in_stock,rating,review_count,long_wear,waterproof,shade_category
sephora_922d3bbc7420,Too Faced Shimmer Lipstick in Wine,Too Faced,lipstick,Wine,Shimmer,14.97,USD,https://images.sephora.com/product-images/c2840f65895e46a3.jpg,https://www.sephora.com/product/Too-Faced-Wine,Sephora,sephora,True,4.7,0,True,False,Burgundy
sephora_cf424dc08fa5,Dior Metallic Lipstick in Apricot,Dior,lipstick,Apricot,Metallic,29.79,USD,https://images.sephora.com/product-images/0e6629294f5740f1.jpg,https://www.sephora.com/product/Dior-Apricot,Sephora,sephora,True,4.6,395,True,False,Orange
sephora_4e2f179cf5a2,Lancome Metallic Lipstick in Blood Red,Lancome,lipstick,Blood Red,Metallic,33.83,USD,https://images.sephora.com/product-images/507b190038c24441.jpg,https://www.sephora.com/product/Lancome-Blood-Red,Sephora,sephora,True,4.4,0,False,True,Red
sephora_3cf724104b6f,Giorgio Armani Shimmer Lipstick in Maroon,Giorgio Armani,lipstick,Maroon,Shimmer,26.59,USD,https://images.sephora.com/product-images/b414fef10fb24d6f.jpg,https://www.sephora.com/product/Giorgio-Armani-Maroon,Sephora,sephora,False,4.1,374,True,False,Burgundy
sephora_f55122e6a2d0,Chanel Glossy Lipstick in Purple Plum,Chanel,lipstick,Purple Plum,Glossy,59.4,USD,https://images.sephora.com/product-images/9a46e405c69d4c80.jpg,https://www.sephora.com/product/Chanel-Purple-Plum,Sephora,sephora,True,4.4,467,True,True,Plum
sephora_7b7e3ee660c8,Caudalie Shimmer Lipstick in Aubergine,Caudalie,lipstick,Aubergine,Shimmer,99.21,USD,https://images.sephora.com/product-images/bf961765c07e4716.jpg,https://www.sephora.com/product/Caudalie-Aubergine,Sephora,sephora,True,,0,True,True,Plum
sephora_10b6b91e75fb,Benefit Satin Lipstick in Coral Pink,Benefit,lipstick,Coral Pink,Satin,5.62,USD,https://images.sephora.com/product-images/35015d8003584d07.jpg,https://www.sephora.com/product/Benefit-Coral-Pink,Sephora,sephora,False,4.2,0,True,True,Pink
sephora_fda432197163,Dior Glossy Lipstick in Nude,Dior,lipstick,Nude,Glossy,6.92,USD,https://images.sephora.com/product-images/7ec9909d2c024b4a.jpg,https://www.sephora.com/product/Dior-Nude,Sephora,sephora,True,4.9,384,True,True,Nude
sephora_15cff6bdc95b,Kylie Cosmetics Cream Lipstick in Deep Plum,Kylie Cosmetics,lipstick,Deep Plum,Cream,137.56,USD,https://images.sephora.com/product-images/d8e180d3a24a4154.jpg,https://www.sephora.com/product/Kylie-Cosmetics-Deep-Plum,Sephora,sephora,True,,488,True,False,Plum
sephora_718caa38f644,Estée Lauder Cream Lipstick in Classic Red,Estée Lauder,lipstick,Classic Red,Cream,9.31,USD,https://images.sephora.com/product-images/2eb771a0f71048b9.jpg,https://www.sephora.com/product/Estée-Lauder-Classic-Red,Sephora,sephora,True,5.0,198,True,False,Red
sephora_bc6b495272dd,Stila Metallic Lipstick in Peach Coral,Stila,lipstick,Peach Coral,Metallic,23.79,USD,https://images.sephora.com/product-images/1a46559078a341cf.jpg,https://www.sephora.com/product/Stila-Peach-Coral,Sephora,sephora,True,4.5,21,True,False,Coral
sephora_d2a7b75fcc27,Anastasia Beverly Hills Cream Lipstick in Sunset Orange,Anastasia Beverly Hills,lipstick,Sunset Orange,Cream,137.86,USD,https://images.sephora.com/product-images/e85fb3ddee1347f1.jpg,https://www.sephora.com/product/Anastasia-Beverly-Hills-Sunset-Orange,Sephora,sephora,True,4.3,414,False,True,Orange
sephora_97ba60f8530b,Sisley Satin Lipstick in Tan Brown,Sisley,lipstick,Tan Brown,Satin,10.85,USD,https://images.sephora.com/product-images/d6429d4aff47427c.jpg,https://www.sephora.com/product/Sisley-Tan-Brown,Sephora,sephora,True,4.9,208,False,False,Brown
sephora_a7e47c27872f,Guerlain Glossy Lipstick in Hot Pink,Guerlain,lipstick,Hot Pink,Glossy,6.74,USD,https://images.sephora.com/product-images/37afdd98be1c4aa5.jpg,https://www.sephora.com/product/Guerlain-Hot-Pink,Sephora,sephora,True,3.5,442,True,False,Pink
sephora_156c7bbebc1a,Huda Beauty Liquid Matte Lipstick in Sand,Huda Beauty,lipstick,Sand,Liquid Matte,145.68,USD,https://images.sephora.com/product-images/f7de31c751044295.jpg,https://www.sephora.com/product/Huda-Beauty-Sand,Sephora,sephora,True,4.9,70,False,True,Nude
sephora_dc352f659057,Tarte Cream Lipstick in Plum,Tarte,lipstick,Plum,Cream,26.21,USD,https://images.sephora.com/product-images/06e9db89638e4cde.jpg,https://www.sephora.com/product/Tarte-Plum,Sephora,sephora,True,4.9,306,False,True,Burgundy
sephora_60fbbe84c21f,Huda Beauty Shimmer Lipstick in Caramel Brown,Huda Beauty,lipstick,Caramel Brown,Shimmer,23.88,USD,https://images.sephora.com/product-images/342247c379cb4e67.jpg,https://www.sephora.com/product/Huda-Beauty-Caramel-Brown,Sephora,sephora,True,4.8,47,False,False,Brown
sephora_b72e940f9e0c,Charlotte Tilbury Matte Lipstick in Hot Red,Charlotte Tilbury,lipstick,Hot Red,Matte,9.85,USD,https://images.sephora.com/product-images/90315aafd51741f8.jpg,https://www.sephora.com/product/Charlotte-Tilbury-Hot-Red,Sephora,sephora,False,3.9,427,False,False,Red
sephora_d5cbbcbe7892,YSL Beauty Satin Lipstick in Pumpkin,YSL Beauty,lipstick,Pumpkin,Satin,66.04,USD,https://images.sephora.com/product-images/35003ca91ce249b4.jpg,https://www.sephora.com/product/YSL-Beauty-Pumpkin,Sephora,sephora,False,4.1,383,False,False,Orange
sephora_af8a50f0ac17,Sisley Shimmer Lipstick in Salmon Coral,Sisley,lipstick,Salmon Coral,Shimmer,13.17,USD,https://images.sephora.com/product-images/75f734ba4d8e4e6e.jpg,https://www.sephora.com/product/Sisley-Salmon-Coral,Sephora,sephora,True,4.8,392,True,True,Coral
sephora_48b37231d0d3,Chanel Satin Lipstick in Mulberry,Chanel,lipstick,Mulberry,Satin,28.98,USD,https://images.sephora.com/product-images/2e0bdb95752040e2.jpg,https://www.sephora.com/product/Chanel-Mulberry,Sephora,sephora,True,,272,True,False,Berry
sephora_1650aafad764,Guerlain Liquid Matte Lipstick in Aubergine,Guerlain,lipstick,Aubergine,Liquid Matte,55.07,USD,https://images.sephora.com/product-images/f737343d1565437d.jpg,https://www.sephora.com/product/Guerlain-Aubergine,Sephora,sephora,True,4.8,85,True,True,Plum
sephora_86af482e5829,Guerlain Glossy Lipstick in Fire Red,Guerlain,lipstick,Fire Red,Glossy,9.15,USD,https://images.sephora.com/product-images/c6438f74437248f4.jpg,https://www.sephora.com/product/Guerlain-Fire-Red,Sephora,sephora,True,,0,True,True,Red
sephora_fcc78c9e1c82,Lancome Cream Lipstick in Plum,Lancome,lipstick,Plum,Cream,80.93,USD,https://images.sephora.com/product-images/cbea4813fdf84245.jpg,https://www.sephora.com/product/Lancome-Plum,Sephora,sephora,True,3.6,5,False,True,Burgundy
sephora_e81b34d34bb9,Lancome Shimmer Lipstick in Brick Red,Lancome,lipstick,Brick Red,Shimmer,39.37,USD,https://images.sephora.com/product-images/b14b1a00fe7f4189.jpg,https://www.sephora.com/product/Lancome-Brick-Red,Sephora,sephora,True,3.9,277,True,False,Red
sephora_e141c609a036,Tarte Cream Lipstick in Berry,Tarte,lipstick,Berry,Cream,23.66,USD,https://images.sephora.com/product-images/dc064a5967b94d95.jpg,https://www.sephora.com/product/Tarte-Berry,Sephora,sephora,True,,0,True,False,Berry
sephora_42f0f0687705,Trish McEvoy Liquid Matte Lipstick in Mocha,Trish McEvoy,lipstick,Mocha,Liquid Matte,46.58,USD,https://images.sephora.com/product-images/11f4f9ff59874a77.jpg,https://www.sephora.com/product/Trish-McEvoy-Mocha,Sephora,sephora,True,4.8,188,True,True,Brown
sephora_c57e6ee89b10,Estée Lauder Metallic Lipstick in Pale Pink,Estée Lauder,lipstick,Pale Pink,Metallic,32.0,USD,https://images.sephora.com/product-images/6a41fdbe273e454d.jpg,https://www.sephora.com/product/Estée-Lauder-Pale-Pink,Sephora,sephora,False,4.7,74,False,False,Pink
sephora_568d63bd3a69,Benefit Liquid Matte Lipstick in Wine,Benefit,lipstick,Wine,Liquid Matte,88.47,USD,https://images.sephora.com/product-images/65a518e307584c1a.jpg,https://www.sephora.com/product/Benefit-Wine,Sephora,sephora,False,4.0,0,False,True,Burgundy
sephora_131d94235407,Dior Satin Lipstick in Mauve Pink,Dior,lipstick,Mauve Pink,Satin,25.01,USD,https://images.sephora.com/product-images/040552a53a8b4cb3.jpg,https://www.sephora.com/product/Dior-Mauve-Pink,Sephora,sephora,True,,0,True,False,Pink
sephora_fcc8f648551b,Caudalie Glossy Lipstick in Coral,Caudalie,lipstick,Coral,Glossy,5.55,USD,https://images.sephora.com/product-images/9447d15745cc4fee.jpg,https://www.sephora.com/product/Caudalie-Coral,Sephora,sephora,True,3.8,0,False,False,Coral
sephora_d136b7df2059,YSL Beauty Liquid Matte Lipstick in Wine,YSL Beauty,lipstick,Wine,Liquid Matte,66.77,USD,https://images.sephora.com/product-images/23311a0bc6034c5f.jpg,https://www.sephora.com/product/YSL-Beauty-Wine,Sephora,sephora,True,4.2,10,False,False,Burgundy
sephora_6d58a159a7c8,NARS Glossy Lipstick in Tangerine,NARS,lipstick,Tangerine,Glossy,27.25,USD,https://images.sephora.com/product-images/1156d0c5198d42a6.jpg,https://www.sephora.com/product/NARS-Tangerine,Sephora,sephora,True,4.6,71,False,True,Orange
sephora_d3cea1aaaea4,Chanel Metallic Lipstick in Coral,Chanel,lipstick,Coral,Metallic,33.54,USD,https://images.sephora.com/product-images/3bcedb330298406b.jpg,https://www.sephora.com/product/Chanel-Coral,Sephora,sephora,True,,0,True,True,Coral
sephora_5a37b3a46d27,Sisley Satin Lipstick in Mocha,Sisley,lipstick,Mocha,Satin,8.59,USD,https://images.sephora.com/product-images/929d1cf3d37943ab.jpg,https://www.sephora.com/product/Sisley-Mocha,Sephora,sephora,True,4.4,115,True,True,Brown
sephora_58bb846a8f7a,Caudalie Liquid Matte Lipstick in True Red,Caudalie,lipstick,True Red,Liquid Matte,78.26,USD,https://images.sephora.com/product-images/53918759d6e54f5c.jpg,https://www.sephora.com/product/Caudalie-True-Red,Sephora,sephora,True,4.1,228,True,True,Red
sephora_ad391bcaf1d7,Charlotte Tilbury Liquid Matte Lipstick in Mocha,Charlotte Tilbury,lipstick,Mocha,Liquid Matte,7.77,USD,https://images.sephora.com/product-images/c5a8293f58cf418a.jpg,https://www.sephora.com/product/Charlotte-Tilbury-Mocha,Sephora,sephora,True,3.8,0,False,False,Brown
sephora_f1c8c4909566,Lancome Satin Lipstick in Peach Coral,Lancome,lipstick,Peach Coral,Satin,13.29,USD,https://images.sephora.com/product-images/9447e7ebb2d049a3.jpg,https://www.sephora.com/product/Lancome-Peach-Coral,Sephora,sephora,False,4.0,0,True,False,Coral
sephora_5540aee98138,MAC Shimmer Lipstick in Sunset Orange,MAC,lipstick,Sunset Orange,Shimmer,26.25,USD,https://images.sephora.com/product-images/b7412646976d42a2.jpg,https://www.sephora.com/product/MAC-Sunset-Orange,Sephora,sephora,False,4.9,82,False,True,Orange
sephora_91fdf4e34e27,Trish McEvoy Matte Lipstick in Tangerine,Trish McEvoy,lipstick,Tangerine,Matte,116.55,USD,https://images.sephora.com/product-images/b9a32bfa6f284ceb.jpg,https://www.sephora.com/product/Trish-McEvoy-Tangerine,Sephora,sephora,False,3.5,313,False,True,Orange
sephora_bfeedaf56793,IT Cosmetics Satin Lipstick in Aubergine,IT Cosmetics,lipstick,Aubergine,Satin,8.18,USD,https://images.sephora.com/product-images/013b307fd9524fa3.jpg,https://www.sephora.com/product/IT-Cosmetics-Aubergine,Sephora,sephora,True,4.3,387,False,False,Plum
sephora_f821b3e366d9,Clinique Liquid Matte Lipstick in Rosy Nude,Clinique,lipstick,Rosy Nude,Liquid Matte,19.39,USD,https://images.sephora.com/product-images/f6111809f0d64e21.jpg,https://www.sephora.com/product/Clinique-Rosy-Nude,Sephora,sephora,True,4.1,171,False,True,Nude
sephora_89a08a6a0d74,Urban Decay Shimmer Lipstick in Raspberry,Urban Decay,lipstick,Raspberry,Shimmer,52.91,USD,https://images.sephora.com/product-images/784f317a414d470b.jpg,https://www.sephora.com/product/Urban-Decay-Raspberry,Sephora,sephora,True,4.5,0,False,True,Berry
sephora_0931014fa286,Clinique Matte Lipstick in Cherry Red,Clinique,lipstick,Cherry Red,Matte,6.84,USD,https://images.sephora.com/product-images/c08fe67ff4ee44ce.jpg,https://www.sephora.com/product/Clinique-Cherry-Red,Sephora,sephora,False,4.4,127,False,True,Red
sephora_ca142ebf5f4d,Laura Mercier Shimmer Lipstick in Salmon Coral,Laura Mercier,lipstick,Salmon Coral,Shimmer,13.44,USD,https://images.sephora.com/product-images/fda8720168d540c7.jpg,https://www.sephora.com/product/Laura-Mercier-Salmon-Coral,Sephora,sephora,True,,334,False,False,Coral
sephora_f45ffefb4645,Laura Mercier Cream Lipstick in Tan,Laura Mercier,lipstick,Tan,Cream,81.97,USD,https://images.sephora.com/product-images/1f5342c8d87f4cab.jpg,https://www.sephora.com/product/Laura-Mercier-Tan,Sephora,sephora,True,5.0,0,True,True,Nude
sephora_0ef872926130,IT Cosmetics Matte Lipstick in Orange Coral,IT Cosmetics,lipstick,Orange Coral,Matte,9.05,USD,https://images.sephora.com/product-images/18b9df9e360143e2.jpg,https://www.sephora.com/product/IT-Cosmetics-Orange-Coral,Sephora,sephora,True,4.8,451,False,False,Coral
sephora_6f4d9c0376cc,Trish McEvoy Cream Lipstick in Maroon,Trish McEvoy,lipstick,Maroon,Cream,11.26,USD,https://images.sephora.com/product-images/f3657df70c8944f9.jpg,https://www.sephora.com/product/Trish-McEvoy-Maroon,Sephora,sephora,True,4.1,0,True,True,Burgundy
sephora_6e7e0d3f21bb,Tarte Glossy Lipstick in Tan Brown,Tarte,lipstick,Tan Brown,Glossy,73.01,USD,https://images.sephora.com/product-images/5b75551c701140da.jpg,https://www.sephora.com/product/Tarte-Tan-Brown,Sephora,sephora,True,4.1,119,False,False,Brown
sephora_3760e3c12b40,Dior Glossy Lipstick in Blush Pink,Dior,lipstick,Blush Pink,Glossy,13.78,USD,https://images.sephora.com/product-images/3fd64dca180747f3.jpg,https://www.sephora.com/product/Dior-Blush-Pink,Sephora,sephora,True,,259,False,True,Pink
sephora_87e6db4283de,Stila Liquid Matte Lipstick in Tangerine,Stila,lipstick,Tangerine,Liquid Matte,36.27,USD,https://images.sephora.com/product-images/907cc1bc49ce4ab8.jpg,https://www.sephora.com/product/Stila-Tangerine,Sephora,sephora,True,,464,True,False,Orange
sephora_cdc40f60baa6,Urban Decay Matte Lipstick in Blackberry,Urban Decay,lipstick,Blackberry,Matte,7.54,USD,https://images.sephora.com/product-images/96edb29425e845e3.jpg,https://www.sephora.com/product/Urban-Decay-Blackberry,Sephora,sephora,False,,271,True,False,Berry
sephora_24fbf9c65680,Kylie Cosmetics Metallic Lipstick in Coral,Kylie Cosmetics,lipstick,Coral,Metallic,101.09,USD,https://images.sephora.com/product-images/64571fa4909249b1.jpg,https://www.sephora.com/product/Kylie-Cosmetics-Coral,Sephora,sephora,True,3.9,185,True,False,Coral
sephora_af7d9bbf990e,Chanel Matte Lipstick in Purple Plum,Chanel,lipstick,Purple Plum,Matte,21.62,USD,https://images.sephora.com/product-images/5203a0a53e3a44e8.jpg,https://www.sephora.com/product/Chanel-Purple-Plum,Sephora,sephora,False,4.4,0,False,True,Plum
sephora_ff5ec1589157,Laura Mercier Liquid Matte Lipstick in Pumpkin,Laura Mercier,lipstick,Pumpkin,Liquid Matte,125.76,USD,https://images.sephora.com/product-images/e290f2857e064f22.jpg,https://www.sephora.com/product/Laura-Mercier-Pumpkin,Sephora,sephora,True,4.1,252,False,True,Orange
sephora_34e8e1dfc15d,Dior Satin Lipstick in True Red,Dior,lipstick,True Red,Satin,43.25,USD,https://images.sephora.com/product-images/7207f360f2344f94.jpg,https://www.sephora.com/product/Dior-True-Red,Sephora,sephora,False,4.1,0,False,False,Red
sephora_eebb0d94fbe3,Clinique Shimmer Lipstick in Fire Red,Clinique,lipstick,Fire Red,Shimmer,139.17,USD,https://images.sephora.com/product-images/333d5ce9cf844c3e.jpg,https://www.sephora.com/product/Clinique-Fire-Red,Sephora,sephora,True,4.1,82,True,False,Red
sephora_971ee461dae5,Anastasia Beverly Hills Liquid Matte Lipstick in Berry,Anastasia Beverly Hills,lipstick,Berry,Liquid Matte,46.31,USD,https://images.sephora.com/product-images/e011f39f47d24a6a.jpg,https://www.sephora.com/product/Anastasia-Beverly-Hills-Berry,Sephora,sephora,True,4.1,409,False,True,Berry
sephora_76d142736493,Chanel Matte Lipstick in Rosy Nude,Chanel,lipstick,Rosy Nude,Matte,28.26,USD,https://images.sephora.com/product-images/5d354a5752854b93.jpg,https://www.sephora.com/product/Chanel-Rosy-Nude,Sephora,sephora,False,4.9,0,True,False,Nude
sephora_640956ff4e6b,Too Faced Satin Lipstick in Hot Pink,Too Faced,lipstick,Hot Pink,Satin,117.26,USD,https://images.sephora.com/product-images/bf357724a73b4f5c.jpg,https://www.sephora.com/product/Too-Faced-Hot-Pink,Sephora,sephora,True,4.8,318,True,True,Pink
sephora_e9c626d1b14a,Dior Cream Lipstick in Purple Plum,Dior,lipstick,Purple Plum,Cream,7.67,USD,https://images.sephora.com/product-images/f4fe39d1f3b041a0.jpg,https://www.sephora.com/product/Dior-Purple-Plum,Sephora,sephora,True,4.2,341,True,False,Plum
sephora_4756e9b1c760,Giorgio Armani Liquid Matte Lipstick in Aubergine,Giorgio Armani,lipstick,Aubergine,Liquid Matte,54.25,USD,https://images.sephora.com/product-images/c4b42c714afb4fcc.jpg,https://www.sephora.com/product/Giorgio-Armani-Aubergine,Sephora,sephora,False,4.9,413,True,True,Plum
sephora_e405660e27d9,Tarte Liquid Matte Lipstick in Plum,Tarte,lipstick,Plum,Liquid Matte,31.83,USD,https://images.sephora.com/product-images/d9ef73e225ae4266.jpg,https://www.sephora.com/product/Tarte-Plum,Sephora,sephora,False,,386,True,False,Plum
sephora_e4aff2a29e21,Smashbox Cream Lipstick in Sunset Orange,Smashbox,lipstick,Sunset Orange,Cream,105.52,USD,https://images.sephora.com/product-images/bc703b51a22642a6.jpg,https://www.sephora.com/product/Smashbox-Sunset-Orange,Sephora,sephora,True,4.1,312,False,True,Orange
sephora_5567be28ceef,Bare Minerals Cream Lipstick in Tangerine,Bare Minerals,lipstick,Tangerine,Cream,10.4,USD,https://images.sephora.com/product-images/a331082510844891.jpg,https://www.sephora.com/product/Bare-Minerals-Tangerine,Sephora,sephora,True,,163,True,True,Orange
sephora_b165d0ebc667,Anastasia Beverly Hills Shimmer Lipstick in Mulberry,Anastasia Beverly Hills,lipstick,Mulberry,Shimmer,55.56,USD,https://images.sephora.com/product-images/b96075f995d34441.jpg,https://www.sephora.com/product/Anastasia-Beverly-Hills-Mulberry,Sephora,sephora,True,4.9,488,False,False,Berry
sephora_e3d9a7cf2655,NARS Glossy Lipstick in Berry,NARS,lipstick,Berry,Glossy,113.59,USD,https://images.sephora.com/product-images/4f6afca8f8014be0.jpg,https://www.sephora.com/product/NARS-Berry,Sephora,sephora,True,4.2,0,False,False,Berry
sephora_ca52164b924b,Fenty Beauty Cream Lipstick in Mulberry,Fenty Beauty,lipstick,Mulberry,Cream,52.45,USD,https://images.sephora.com/product-images/feddf4bc6fe04226.jpg,https://www.sephora.com/product/Fenty-Beauty-Mulberry,Sephora,sephora,True,4.9,447,True,False,Berry
sephora_9be3678f4131,Giorgio Armani Matte Lipstick in Apricot,Giorgio Armani,lipstick,Apricot,Matte,6.46,USD,https://images.sephora.com/product-images/866da90a18434873.jpg,https://www.sephora.com/product/Giorgio-Armani-Apricot,Sephora,sephora,True,4.0,0,True,False,Orange
sephora_dd6b10dc16ce,Clinique Satin Lipstick in Warm Nude,Clinique,lipstick,Warm Nude,Satin,64.49,USD,https://images.sephora.com/product-images/7b51589f4f4347eb.jpg,https://www.sephora.com/product/Clinique-Warm-Nude,Sephora,sephora,True,3.8,327,True,True,Nude
sephora_52fa90765394,Fenty Beauty Glossy Lipstick in Purple Plum,Fenty Beauty,lipstick,Purple Plum,Glossy,65.06,USD,https://images.sephora.com/product-images/0f909404b12e4043.jpg,https://www.sephora.com/product/Fenty-Beauty-Purple-Plum,Sephora,sephora,True,4.4,0,True,False,Plum
sephora_2719cc5c4d31,Guerlain Matte Lipstick in Ruby Red,Guerlain,lipstick,Ruby Red,Matte,93.95,USD,https://images.sephora.com/product-images/7c94b9121ebc4c1c.jpg,https://www.sephora.com/product/Guerlain-Ruby-Red,Sephora,sephora,True,4.7,0,False,True,Red
sephora_00e1220e5c50,Bare Minerals Shimmer Lipstick in Tan,Bare Minerals,lipstick,Tan,Shimmer,19.49,USD,https://images.sephora.com/product-images/d94d1e381664451e.jpg,https://www.sephora.com/product/Bare-Minerals-Tan,Sephora,sephora,True,4.5,236,True,True,Nude
sephora_ef1903a33eeb,Estée Lauder Liquid Matte Lipstick in Wine,Estée Lauder,lipstick,Wine,Liquid Matte,51.23,USD,https://images.sephora.com/product-images/112b59c263bf4c10.jpg,https://www.sephora.com/product/Estée-Lauder-Wine,Sephora,sephora,False,4.2,175,False,False,Burgundy
sephora_05da6dbfd356,KKW Beauty Cream Lipstick in Mulberry,KKW Beauty,lipstick,Mulberry,Cream,30.54,USD,https://images.sephora.com/product-images/430ed416f8634ee0.jpg,https://www.sephora.com/product/KKW-Beauty-Mulberry,Sephora,sephora,True,,0,False,True,Berry
sephora_86b025292666,Charlotte Tilbury Metallic Lipstick in Coral,Charlotte Tilbury,lipstick,Coral,Metallic,17.95,USD,https://images.sephora.com/product-images/e23f1f69aa5c4b60.jpg,https://www.sephora.com/product/Charlotte-Tilbury-Coral,Sephora,sephora,False,4.4,70,True,False,Coral
sephora_005ea894842e,Too Faced Cream Lipstick in Tangerine,Too Faced,lipstick,Tangerine,Cream,12.38,USD,https://images.sephora.com/product-images/bdbdb12dfb524bb1.jpg,https://www.sephora.com/product/Too-Faced-Tangerine,Sephora,sephora,True,,0,False,True,Orange
sephora_ed89c80c2a54,MAC Glossy Lipstick in True Red,MAC,lipstick,True Red,Glossy,8.24,USD,https://images.sephora.com/product-images/9547aa2ba5444917.jpg,https://www.sephora.com/product/MAC-True-Red,Sephora,sephora,True,3.7,455,False,False,Red
sephora_2475fe7d2bc7,Caudalie Matte Lipstick in Coral,Caudalie,lipstick,Coral,Matte,8.22,USD,https://images.sephora.com/product-images/da97b772a82f401e.jpg,https://www.sephora.com/product/Caudalie-Coral,Sephora,sephora,True,4.3,78,True,False,Coral
sephora_805eacb135ca,Charlotte Tilbury Cream Lipstick in Peach Coral,Charlotte Tilbury,lipstick,Peach Coral,Cream,126.4,USD,https://images.sephora.com/product-images/006067190a0f4b79.jpg,https://www.sephora.com/product/Charlotte-Tilbury-Peach-Coral,Sephora,sephora,True,5.0,11,True,False,Coral
sephora_ebe516a9fc5b,Tarte Glossy Lipstick in Blueberry,Tarte,lipstick,Blueberry,Glossy,17.14,USD,https://images.sephora.com/product-images/1e313627c2f74959.jpg,https://www.sephora.com/product/Tarte-Blueberry,Sephora,sephora,True,4.5,253,True,True,Berry
sephora_e13c4041d5e9,Sisley Liquid Matte Lipstick in Tan,Sisley,lipstick,Tan,Liquid Matte,59.7,USD,https://images.sephora.com/product-images/e5e5cc4a73e048aa.jpg,https://www.sephora.com/product/Sisley-Tan,Sephora,sephora,True,4.1,0,False,False,Nude
sephora_fcdc6d1031dd,Clinique Metallic Lipstick in Raspberry,Clinique,lipstick,Raspberry,Metallic,115.5,USD,https://images.sephora.com/product-images/91142ef1d9cd4ec4.jpg,https://www.sephora.com/product/Clinique-Raspberry,Sephora,sephora,False,4.4,0,True,False,Berry
sephora_c121cdd67b13,Smashbox Metallic Lipstick in Maroon,Smashbox,lipstick,Maroon,Metallic,47.31,USD,https://images.sephora.com/product-images/36222f1850bc4a89.jpg,https://www.sephora.com/product/Smashbox-Maroon,Sephora,sephora,True,4.3,326,False,True,Burgundy
sephora_5db2bfb3f96f,Fenty Beauty Satin Lipstick in Berry,Fenty Beauty,lipstick,Berry,Satin,29.19,USD,https://images.sephora.com/product-images/18ad4f11b5424311.jpg,https://www.sephora.com/product/Fenty-Beauty-Berry,Sephora,sephora,True,4.6,387,True,False,Berry
sephora_d495d08bbdd0,Benefit Matte Lipstick in Tan Brown,Benefit,lipstick,Tan Brown,Matte,11.26,USD,https://images.sephora.com/product-images/ef5e8c92ea2d4feb.jpg,https://www.sephora.com/product/Benefit-Tan-Brown,Sephora,sephora,False,4.3,212,True,False,Brown
